"","age","job","marital","education","credit_in_default","housing_loan","personal_loan","last_contact_type","last_contact_month","last_contact_day","last_contact_duration","n_contacts_this_campaign","days_since_last_contact","n_contacts_prev_campaign","prev_campaign_outcome","registered","married_or_not","education_category"
"8099",57,"self-employed - Torres Vedras","married","university.degree","unknown","yes","no","cellular","aug","mon",932,2,999,0,"nonexistent","yes","married","university"
"8100",35,"management - Porto","divorced","university.degree","no","no","no","cellular","aug","mon",472,3,999,0,"nonexistent","yes","not married","university"
"8101",47,"admin. - Gouveia","married","high.school","no","yes","no","cellular","aug","mon",1152,3,999,0,"nonexistent","yes","married","high school or less"
"8102",32,"technician - Rio Tinto","single","high.school","no","yes","no","cellular","aug","mon",606,3,999,0,"nonexistent","yes","not married","high school or less"
"8103",40,"admin. - Câmara de Lobos","married","university.degree","no","yes","no","cellular","aug","mon",NA,3,999,0,"nonexistent","yes","married","university"
"8104",30,"technician - Gandra","divorced","university.degree","no","no","no","cellular","aug","mon",731,3,999,0,"nonexistent","yes","not married","university"
"8105",36,"technician - Évora","married","high.school","no","yes","no","cellular","aug","mon",630,6,999,0,"nonexistent","yes","married","high school or less"
"8106",39,"technician - Águeda","divorced","professional.course","unknown","yes","no","cellular","aug","mon",NA,5,999,0,"nonexistent","yes","not married","unknown"
"8107",38,"technician - Montemor-o-Novo","married","university.degree","no","yes","no","cellular","aug","mon",1374,6,999,0,"nonexistent","yes","married","university"
"8108",55,"","married","university.degree","no","no","no","cellular","aug","mon",372,3,999,0,"nonexistent","yes","married","university"
"8109",49,"admin. - Agualva-Cacém","married","university.degree","no","no","no","cellular","aug","tue",958,5,999,0,"nonexistent","yes","married","university"
"8110",33,"technician - Valongo","married","","unknown","yes","no","cellular","aug","tue",731,7,999,0,"nonexistent","yes","married","unknown"
"8111",50,"admin. - Tondela","divorced","high.school","no","no","no","cellular","aug","tue",664,9,999,0,"nonexistent","yes","not married","high school or less"
"8112",57,"retired - Sines","married","basic.9y","no","no","no","cellular","aug","tue",388,4,999,0,"nonexistent","yes","married","high school or less"
"8113",57,"retired - Serpa","married","basic.9y","no","yes","yes","cellular","aug","tue",1223,4,999,0,"nonexistent","yes","married","high school or less"
"8114",48,"services - Reguengos de Monsaraz","married","basic.4y","unknown","yes","no","cellular","aug","tue",1000,3,999,0,"nonexistent","yes","married","high school or less"
"8115",29,"services - Valpaços","married","professional.course","unknown","yes","no","cellular","aug","tue",2089,6,999,0,"nonexistent","yes","married","unknown"
"8116",58,"retired - Ílhavo","married","","no","no","no","cellular","aug","tue",NA,6,999,0,"nonexistent","yes","married","unknown"
"8117",40,"technician - Câmara de Lobos","married","professional.course","no","yes","no","cellular","aug","wed",609,8,999,0,"nonexistent","yes","married","unknown"
"8118",NA,"admin. - Fátima","married","university.degree","no","yes","no","cellular","aug","wed",581,4,999,0,"nonexistent","yes","married","university"
"8119",31,"technician - Funchal","single","","no","no","no","cellular","aug","wed",NA,3,999,0,"nonexistent","yes","not married","unknown"
"8120",51,"admin. - Vila Nova de Santo André","married","university.degree","no","yes","no","cellular","aug","wed",519,9,999,0,"nonexistent","yes","married","university"
"8121",51,"technician - Rebordosa","","university.degree","no","yes","no","cellular","aug","wed",512,5,999,0,"nonexistent","yes","not married","university"
"8122",44,"technician - Sines","single","university.degree","no","yes","no","cellular","aug","wed",NA,3,999,0,"nonexistent","yes","not married","university"
"8123",55,"technician - Tarouca","married","professional.course","no","no","no","cellular","aug","wed",976,7,999,0,"nonexistent","yes","married","unknown"
"8124",47,"","married","university.degree","no","yes","no","cellular","aug","wed",1129,10,999,0,"nonexistent","yes","married","university"
"8125",30,"technician - Vila Franca de Xira","married","professional.course","no","no","no","telephone","aug","wed",645,7,999,0,"nonexistent","yes","married","unknown"
"8126",54,"housemaid - Figueira da Foz","married","basic.4y","unknown","yes","no","cellular","aug","wed",NA,3,999,0,"nonexistent","yes","married","high school or less"
"8127",47,"technician - Odivelas","married","university.degree","no","no","no","cellular","aug","wed",1642,2,999,0,"nonexistent","yes","married","university"
"8128",41,"","married","university.degree","unknown","yes","no","cellular","aug","thu",583,11,999,0,"nonexistent","yes","married","university"
"8129",30,"technician - Queluz","single","university.degree","no","yes","no","cellular","aug","thu",979,3,999,0,"nonexistent","yes","not married","university"
"8130",29,"technician - Esmoriz","married","professional.course","no","yes","no","cellular","aug","thu",965,2,999,0,"nonexistent","yes","married","unknown"
"8131",37,"technician - Valongo","married","university.degree","no","no","no","cellular","aug","thu",NA,1,999,0,"nonexistent","yes","married","university"
"8132",37,"admin. - Esmoriz","married","","unknown","no","no","cellular","aug","thu",535,1,999,0,"nonexistent","yes","married","unknown"
"8133",44,"admin. - Lagoa","married","basic.9y","unknown","yes","yes","cellular","aug","thu",NA,6,999,0,"nonexistent","yes","married","high school or less"
"8134",42,"housemaid - Gondomar","married","university.degree","no","yes","yes","cellular","aug","thu",2372,3,999,0,"nonexistent","yes","married","university"
"8135",38,"","married","","no","no","no","cellular","aug","thu",1126,3,999,0,"nonexistent","yes","married","unknown"
"8136",30,"admin. - Leiria","single","university.degree","no","yes","no","cellular","aug","thu",NA,11,999,0,"nonexistent","yes","not married","university"
"8137",NA,"admin. - Esmoriz","married","high.school","no","yes","yes","telephone","oct","fri",103,1,999,0,"nonexistent","yes","married","high school or less"
"8138",39,"blue-collar - Albufeira","married","basic.9y","no","no","no","telephone","oct","fri",270,1,999,0,"nonexistent","yes","married","high school or less"
"8139",56,"unknown - Vila Franca de Xira","married","unknown","no","no","no","telephone","oct","fri",235,1,999,0,"nonexistent","yes","married","unknown"
"8140",30,"entrepreneur - Lamego","married","university.degree","no","no","no","telephone","oct","fri",223,1,999,0,"nonexistent","yes","married","university"
"8141",42,"self-employed - Albufeira","married","basic.4y","no","no","no","telephone","oct","fri",478,1,999,0,"nonexistent","yes","married","high school or less"
"8142",48,"admin. - Agualva-Cacém","married","high.school","no","no","no","telephone","oct","mon",NA,1,999,0,"nonexistent","yes","married","high school or less"
"8143",30,"admin. - Pinhel","single","university.degree","no","yes","yes","telephone","oct","mon",718,1,999,0,"nonexistent","yes","not married","university"
"8144",39,"technician - Praia da Vitória","divorced","university.degree","no","no","yes","telephone","oct","mon",2016,1,999,0,"nonexistent","yes","not married","university"
"8145",44,"admin. - Vila Nova de Famalicão","divorced","high.school","no","yes","no","telephone","oct","tue",NA,1,999,0,"nonexistent","yes","not married","high school or less"
"8146",59,"admin. - Faro","married","university.degree","no","no","no","telephone","oct","tue",85,1,999,0,"nonexistent","yes","married","university"
"8147",33,"housemaid - Santa Comba Dão","married","high.school","no","no","no","telephone","oct","tue",37,1,999,0,"nonexistent","yes","married","high school or less"
"8148",32,"admin. - Torres Vedras","married","high.school","no","no","no","telephone","oct","tue",101,1,999,0,"nonexistent","yes","married","high school or less"
"8149",40,"services - Oliveira do Bairro","married","high.school","no","yes","no","telephone","oct","tue",144,1,999,1,"failure","yes","married","high school or less"
"8150",27,"student - Lourosa","single","high.school","no","no","no","telephone","oct","tue",187,1,999,0,"nonexistent","yes","not married","high school or less"
"8151",30,"technician - Mirandela","single","","no","no","no","telephone","oct","wed",676,1,999,0,"nonexistent","yes","not married","unknown"
"8152",36,"technician - Fundão","married","high.school","no","no","no","telephone","oct","wed",157,1,999,0,"nonexistent","yes","married","high school or less"
"8153",43,"self-employed - Covilhã","married","high.school","no","yes","no","telephone","oct","wed",181,1,999,0,"nonexistent","yes","married","high school or less"
"8154",48,"admin. - Marco de Canaveses","married","university.degree","no","no","no","telephone","oct","wed",NA,1,999,0,"nonexistent","yes","married","university"
"8155",37,"admin. - Barreiro","single","high.school","no","yes","no","telephone","oct","wed",313,1,999,0,"nonexistent","yes","not married","high school or less"
"8156",25,"services - Peniche","single","high.school","no","yes","no","telephone","oct","thu",301,1,999,0,"nonexistent","yes","not married","high school or less"
"8157",39,"technician - Águeda","married","professional.course","no","no","no","telephone","oct","thu",171,1,999,0,"nonexistent","yes","married","unknown"
"8158",39,"blue-collar - Ovar","married","basic.9y","no","yes","no","telephone","oct","fri",112,1,999,0,"nonexistent","yes","married","high school or less"
"8159",38,"admin. - Covilhã","married","high.school","no","yes","no","telephone","oct","fri",NA,1,999,0,"nonexistent","yes","married","high school or less"
"8160",46,"admin. - Tondela","divorced","university.degree","no","no","no","telephone","oct","mon",376,1,999,0,"nonexistent","yes","not married","university"
"8161",NA,"technician - Lagoa","single","professional.course","no","yes","no","telephone","oct","mon",150,1,999,0,"nonexistent","yes","not married","unknown"
"8162",31,"admin. - Rio Tinto","married","university.degree","no","yes","no","telephone","oct","mon",131,1,999,0,"nonexistent","yes","married","university"
"8163",26,"admin. - Águeda","single","university.degree","no","yes","no","telephone","oct","mon",251,1,999,0,"nonexistent","yes","not married","university"
"8164",31,"admin. - Câmara de Lobos","","university.degree","no","yes","no","telephone","oct","tue",125,1,999,0,"nonexistent","yes","not married","university"
"8165",45,"technician - Tondela","divorced","high.school","no","yes","no","telephone","oct","tue",141,1,999,0,"nonexistent","yes","not married","high school or less"
"8166",31,"blue-collar - Rio Tinto","married","basic.6y","no","yes","no","telephone","oct","tue",154,1,999,0,"nonexistent","yes","married","high school or less"
"8167",34,"admin. - Oliveira do Bairro","single","","no","no","no","telephone","oct","tue",135,1,999,0,"nonexistent","yes","not married","unknown"
"8168",27,"admin. - Freamunde","single","university.degree","no","no","no","telephone","oct","tue",540,1,999,0,"nonexistent","yes","not married","university"
"8169",33,"entrepreneur - Mirandela","married","university.degree","no","yes","no","telephone","oct","tue",454,1,999,0,"nonexistent","yes","married","university"
"8170",33,"technician - Ovar","married","professional.course","no","yes","no","telephone","oct","wed",NA,1,999,0,"nonexistent","yes","married","unknown"
"8171",30,"admin. - Oliveira do Bairro","married","university.degree","no","no","no","telephone","oct","wed",313,1,999,0,"nonexistent","yes","married","university"
"8172",34,"blue-collar - Valongo","single","high.school","no","yes","no","telephone","oct","wed",266,1,999,0,"nonexistent","yes","not married","high school or less"
"8173",NA,"self-employed - Peso da Régua","single","university.degree","no","yes","no","telephone","oct","thu",NA,1,999,0,"nonexistent","yes","not married","university"
"8174",56,"technician - Reguengos de Monsaraz","married","high.school","no","no","no","telephone","oct","thu",234,1,999,0,"nonexistent","yes","married","high school or less"
"8175",31,"technician - Portalegre","single","university.degree","no","no","no","telephone","oct","thu",NA,1,999,0,"nonexistent","yes","not married","university"
"8176",34,"blue-collar - Vila Real","divorced","high.school","no","yes","no","telephone","oct","thu",160,1,999,0,"nonexistent","yes","not married","high school or less"
